algorithm,ask,askSize,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bidSize,circulatingSupply,currency,dayHigh,dayLow,dividendRate,dividendYield,exDividendDate,expireDate,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiveYearAvgDividendYield,forwardPE,fromCurrency,lastMarket,marketCap,maxAge,maxSupply,navPrice,open,openInterest,payoutRatio,previousClose,priceHint,priceToSalesTrailing12Months,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,startDate,strikePrice,symbol,totalAssets,tradeable,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE,twoHundredDayAverage,volume,volume24Hr,volumeAllCurrencies,yield,ytdReturn
,0.725,0,155800,216122,155800,,0.71,0,,MYR,0.725,0.71,,,-,-,0.67300004,0.98,0.65,,,,,,1,,,0.72,,,0.715,3,,0.725,0.71,0.72,0.715,83800,-,,0168.KL,,False,,,,0.7620721,83800,,,,
,0.285,0,61000,409037,61000,,0.265,0,,MYR,0.275,0.27,,,-,-,0.28,0.375,0.235,,,,,,1,,,0.275,,,0.275,2,,0.275,0.27,0.275,0.275,56000,-,,0171.KL,,False,,,,0.29824325,56000,,,,
,1.835,0,15366,6782,15366,,1.835,0,,MYR,1.835,1.835,,,-,-,1.8990625,1.96,1.75,,,,,,1,,,1.835,,,1.82,3,,1.835,1.835,1.835,1.82,6600,-,,0820EA.KL,,False,,,,1.8932954,6600,,,,
,1.15,0,24233,59283,24233,,1.1,0,,MYR,1.15,1.14,,,-,-,1.1791935,1.23,1.06,,,,,,1,,,1.14,,,1.15,2,,1.15,1.14,1.14,1.15,139400,-,,0821EA.KL,,False,,,,1.1597015,139400,,,,
,1.965,0,7000,9488,7000,,1.915,0,,MYR,1.9,1.85,,,-,-,1.979375,2.21,1.85,,,,,,1,,,1.9,,,1.95,2,,1.9,1.85,1.9,1.95,26000,-,,0822EA.KL,,False,,,,2.0003703,26000,,,,
,1.14,0,12000,240298,12000,,1.09,0,,MYR,1.15,1.11,,,-,-,1.1254687,1.19,1.05,,,,,,1,,,1.11,,,1.15,2,,1.15,1.11,1.11,1.15,71000,-,,0824EA.KL,,False,,,,1.1403333,71000,,,,
,1.11,0,50,1570,50,,0.0,0,,MYR,0.834,0.834,,,-,-,0.83234376,0.925,0.82,,,,,,1,,,0.834,,,0.834,3,,0.834,0.834,0.834,0.834,300,-,,0825EA.KL,,False,,,,0.8653134,300,,,,
,0.695,0,0,28800,0,,0.67,0,,MYR,0.675,0.66,,,-,-,0.7316667,0.855,0.66,,,,,389962976,1,,,0.675,,,0.67,2,,0.675,0.66,0.675,0.67,42100,-,,1007.KL,,False,0.03,0.044776116,5.5932207,0.74595237,42100,,,,
,0.35,0,6200,18434,6200,,0.33,0,,MYR,0.33,0.33,,,-,-,0.312,0.425,0.305,,,,,194989072,1,,,0.33,,,0.33,2,,0.33,0.33,0.33,0.33,3300,-,,1007PA.KL,,False,0.03,0.090909086,2.7966104,0.3496847,3300,,,,
,3.78,0,0,1009300,0,,3.77,0,,MYR,3.83,3.77,,,-,-,4.82,5.12,3.77,,,,,11345027072,1,,,3.79,,,3.83,2,,3.83,3.77,3.79,3.83,3796500,-,,1015.KL,,False,0.155,0.040469974,8.729792,4.4900002,3796500,,,,
,5.9,0,0,10313450,0,,5.87,0,,MYR,5.91,5.87,,,-,-,7.22,7.36,5.87,,,,,51238404096,1,,,5.88,,,5.86,2,,5.91,5.87,5.88,5.86,7980200,-,,1023.KL,,False,0.14,0.023890784,16.1708,6.5614634,7980200,,,,
,2.87,0,0,0,0,,2.85,0,,MYR,2.86,2.86,,,-,-,3.29,3.3,2.86,,,,,578778176,1,,,2.86,,,2.86,2,,2.86,2.86,2.86,2.86,3000,-,,1058.KL,,False,0.09,0.031468533,18.451612,3.29025,3000,,,,
,5.52,0,0,862000,0,,5.51,0,,MYR,5.69,5.51,,,-,-,5.4733334,5.69,4.71,,,,,16972178432,1,,,5.65,,,5.63,2,,5.69,5.51,5.65,5.63,1018000,-,,1066.KL,,False,0.12,0.021314386,9.500861,5.088333,1018000,,,,
,18.44,0,0,120350,0,,18.32,0,,MYR,18.52,18.28,,,-,-,18.619999,18.76,15.4,,,,,20980613120,1,,,18.48,,,18.26,2,,18.52,18.28,18.48,18.26,278100,-,,1082.KL,,False,0.38,0.020810515,14.092308,17.63628,278100,,,,
,9.25,0,0,6740450,0,,9.24,0,,MYR,9.4,9.24,,,-,-,10.133333,10.24,9.1,,,,,92481314816,1,,,9.37,,,9.28,2,,9.4,9.24,9.37,9.28,12873100,-,,1155.KL,,False,0.54,0.05818966,13.528549,9.667381,12873100,,,,
,13.1,0,0,3200,0,,12.84,0,,MYR,13.12,12.8,,,-,-,13.12,15.6,12.42,,,,,2212565504,1,,,13.12,,,12.82,2,,13.12,12.8,13.12,12.82,19900,-,,1163.KL,,False,0.065,0.0050702025,14.372196,13.140976,19900,,,,
,15.1,0,0,708,0,,12.12,0,,MYR,13.4,13.4,,,-,-,11.4,15.1,10.4,,,,,,1,,,13.4,,,13.4,2,,13.4,13.4,13.4,13.4,8300,-,,1163PA.KL,,False,,,,12.895856,8300,,,,
,1.2,0,0,4147500,0,,1.19,0,,MYR,1.19,1.18,,,-,-,1.1766666,1.38,1.01,,,,,3479268096,1,,,1.18,,,1.18,2,,1.19,1.18,1.18,1.18,2622400,-,,1171.KL,,False,0.03,0.02542373,20.000002,1.1102381,2622400,,,,
,0.65,0,0,14800,0,,0.64,0,,MYR,0.65,0.63,,,-,-,0.78,0.865,0.63,,,,,190249792,1,,,0.635,,,0.655,2,,0.65,0.63,0.635,0.655,37400,-,,1198.KL,,False,0.06,0.091603056,8.125,0.77797616,37400,,,,
,22.78,0,0,3776500,0,,22.76,0,,MYR,23.76,22.78,,,-,-,21.953333,23.76,19.9,,,,,87964745728,1,,,23.48,,,23.36,2,,23.76,22.78,23.48,23.36,13309100,-,,1295.KL,,False,0.56,0.023972603,17.179487,20.76381,13309100,,,,
,2.08,0,0,256625,0,,2.06,0,,MYR,2.1,2.06,,,-,-,2.4833333,2.91,2.06,,,,,1713145344,1,,,2.07,,,2.06,2,,2.1,2.06,2.07,2.06,71000,-,,1368.KL,,False,0.15,0.07281554,9.626168,2.5192683,71000,,,,
,0.17,0,0,1200800,0,,0.165,0,,MYR,0.17,0.16,,,-,-,0.13333333,0.19,0.13,,,,,,1,,,0.16,,,0.16,3,,0.17,0.16,0.16,0.16,5973200,-,,1481.KL,,False,,,,0.14085366,5973200,,,,
,0.885,0,0,17800,0,,0.875,0,,MYR,0.88,0.875,,,-,-,1.0866667,1.22,0.875,,,,,589495296,1,,,0.88,,,0.895,2,,0.88,0.875,0.88,0.895,172000,-,,1503.KL,,False,0.02,0.022346368,2.962963,1.135238,172000,,,,
,0.62,0,0,37000,0,,0.6,0,,MYR,0.6,0.6,,,-,-,0.7683333,1.01,0.6,,,,,185732400,1,,,0.6,,,0.61,2,,0.6,0.6,0.6,0.61,130000,-,,1538.KL,,False,0.02,0.032786883,13.636364,0.74785715,130000,,,,
,2.5,0,0,547200,0,,2.48,0,,MYR,2.51,2.45,,,-,-,2.2766666,2.96,2.23,,,,,3342965760,1,,,2.47,,,2.49,2,,2.51,2.45,2.47,2.49,1794800,-,,1562.KL,,False,0.165,0.06626506,10.92511,2.295238,1794800,,,,
,1.85,0,0,4349150,0,,1.84,0,,MYR,1.86,1.79,,,-,-,2.6,2.75,1.52,,,,,3557161728,1,,,1.8,,,1.8,2,,1.86,1.79,1.8,1.8,1845900,-,,1619.KL,,False,0.02,0.011111111,,2.135814,1845900,,,,
,0.65,0,0,3141675,0,,0.645,0,,MYR,0.655,0.645,,,-,-,1.1966667,1.34387,0.645,,,,,1281350528,1,,,0.645,,,0.645,3,,0.655,0.645,0.645,0.645,4271300,-,,1651.KL,,False,0.025,0.038759694,11.944444,1.1519048,4271300,,,,
,1.91,0,0,3000,0,,1.88,0,,MYR,1.92,1.89,,,-,-,1.9133333,1.98,1.67,,,,,812031296,1,,,1.9,,,1.89,2,,1.92,1.89,1.9,1.89,35400,-,,1724.KL,,False,0.083,0.043915343,15.238094,1.8302325,35400,,,,
,4.28,0,0,13900,0,,4.1,0,,MYR,4.28,4.07,,,-,-,4.866667,5.5,4.07,,,,,1405393536,1,,,4.28,,,4.09,2,,4.28,4.07,4.28,4.09,11500,-,,1783.KL,,False,0.12,0.029339852,2.8363385,4.939756,11500,,,,
,7.79,0,432200,705325,432200,,7.76,0,,MYR,7.84,7.76,,,-,-,7.186,11.48,6.94667,,,,,4169831168,1,,,7.8,,,7.84,2,,7.84,7.76,7.8,7.84,541200,-,,1818.KL,,False,0.345,0.0440051,20.773333,9.927212,541200,,,,
,18.0,0,0,1900,0,,17.9,0,,MYR,18.0,18.0,,,-,-,19.8,20.1,18.0,,,,,7305533952,1,,,18.0,,,18.0,2,0.5197705,18.0,18.0,18.0,18.0,1200,-,,1899.KL,,False,0.5,0.027777778,15.12605,19.8175,1200,,,,
,7.27,0,0,0,0,,6.9,0,,MYR,6.95,6.95,,,-,-,7.8,8.35,6.95,,,,,634974208,1,,,6.95,,,6.95,2,,6.95,6.95,6.95,6.95,100,-,,1929.KL,,False,0.16,0.023021583,24.131945,7.7357144,100,,,,
,4.58,0,0,3149350,0,,4.57,0,,MYR,4.66,4.59,,,-,-,4.68,4.75,4.31,,,,,28737120256,1,,,4.6,,,4.66,2,,4.66,4.59,4.6,4.66,2040700,-,,1961.KL,,False,0.08,0.017167382,31.517244,4.564651,2040700,,,,
,3.95,0,0,0,0,,3.55,0,,MYR,3.8,3.6,,,-,-,3.89,4.22,3.6,,,,,249217104,1,,,3.8,,,3.55,2,,3.8,3.6,3.8,3.55,1500,-,,2038.KL,,False,0.06,0.016901407,88.75,3.835814,1500,,,,
,0.265,0,0,175550,0,,0.26,0,,MYR,0.27,0.26,,,-,-,0.46666667,0.625,0.26,,,,,385231584,1,,,0.26,,,0.255,3,,0.27,0.26,0.26,0.255,11394500,-,,2054.KL,,False,0.012,0.047058824,5.098039,0.47267443,11394500,,,,
,0.76,0,0,324633,0,,0.75,0,,MYR,0.76,0.75,,,-,-,0.8283333,0.87,0.66,,,,,304304000,1,,,0.75,,,0.76,2,,0.76,0.75,0.75,0.76,80000,-,,2062.KL,,False,0.025,0.032894738,5.5072465,0.7757143,80000,,,,
,27.5,0,0,162500,0,,27.3,0,,MYR,27.5,27.4,,,-,-,28.5,28.6,27.0,,,,,5693500928,1,,,27.5,,,27.22,2,,27.5,27.4,27.5,27.22,37100,-,,2089.KL,,False,0.4,0.014695078,19.627506,28.161396,37100,,,,
,1.47,0,0,0,0,,1.42,0,,MYR,1.5,1.5,,,-,-,1.35,1.5,1.2,,,,,,1,,,1.5,,,1.5,2,,1.5,1.5,1.5,1.5,16000,-,,2135.KL,,False,,,,1.3669047,16000,,,,
,2.21,0,0,187250,0,,2.18,0,,MYR,2.2,2.18,,,-,-,2.2366667,2.82,1.2,,,,,272243392,1,,,2.18,,,2.18,2,,2.2,2.18,2.18,2.18,12700,-,,2186.KL,,False,0.001,0.0004587156,,1.7202326,12700,,,,
,1.33,0,0,467000,0,,1.32,0,,MYR,1.36,1.32,,,-,-,1.9933333,2.5,1.32,,,,,4049929984,1,,,1.35,,,1.33,2,,1.36,1.32,1.35,1.33,443400,-,,2194.KL,,False,0.038,0.028571427,2.5,2.0085714,443400,,,,
,2.23,0,0,342250,0,,2.16,0,,MYR,2.23,2.15,,,-,-,2.4066668,3.12,2.15,,,,,1963693312,1,,,2.15,,,2.25,2,,2.23,2.15,2.15,2.25,3700,-,,2216.KL,,False,0.05,0.022222223,82.59259,2.665814,3700,,,,
,0.755,0,79450,60550,79450,,0.75,0,,MYR,0.755,0.755,,,-,-,0.8833333,1.21,0.755,,,,,321726624,1,,,0.755,,,0.75,3,,0.755,0.755,0.755,0.75,1300,-,,2224.KL,,False,0.025,0.033333335,7.4752474,1.0145348,1300,,,,
,9.44,0,0,49950,0,,9.4,0,,MYR,9.45,9.34,,,-,-,10.086667,11.1,9.34,,,,,,1,,,9.4,,,9.34,2,,9.45,9.34,9.4,9.34,400600,-,,2291.KL,,False,,,,10.433953,400600,,,,
,5.6,0,0,0,0,,5.31,0,,MYR,5.5,5.5,,,-,-,6.36,7.6,5.5,,,,,,1,,,5.5,,,5.5,2,,5.5,5.5,5.5,5.5,2000,-,,2305.KL,,False,,,,6.6490245,2000,,,,
,23.54,0,0,631550,0,,23.5,0,,MYR,24.16,23.54,,,-,-,25.233334,25.4,23.54,,,,,25069393920,1,,,24.02,,,24.3,2,,24.16,23.54,24.02,24.3,1678800,-,,2445.KL,,False,0.45,0.018518519,17.942074,24.852682,1678800,,,,
,4.35,0,0,0,0,,3.8,0,,MYR,4.2,4.2,,,-,-,4.22,5.0,2.99,,,,,265322384,1,,,4.2,,,4.2,2,,4.2,4.2,4.2,4.2,2000,-,,2453.KL,,False,0.01,0.0023809525,52.5,3.7642856,2000,,,,
,4.16,0,2254933,1299850,2254933,,4.14,0,,MYR,4.2,4.14,,,-,-,4.3333335,4.41,3.62,,,,,6314245120,1,,,4.2,,,4.18,2,,4.2,4.14,4.2,4.18,2201500,-,,2488.KL,,False,0.145,0.034688994,12.105263,4.0909305,2201500,,,,
,3.33,0,0,7550,0,,3.3,0,,MYR,3.33,3.3,,,-,-,3.54,4.18,2.95,,,,,220887552,1,,,3.3,,,3.38,2,,3.33,3.3,3.3,3.38,6000,-,,2569.KL,,False,0.02,0.0059171594,38.72093,3.2180953,6000,,,,
,6.1,0,0,40600,0,,6.02,0,,MYR,6.05,6.02,,,-,-,6.4366665,7.08,6.02,,,,,,1,,,6.05,,,6.02,2,,6.05,6.02,6.05,6.02,17100,-,,2593.KL,,False,,,,6.555476,17100,,,,
,0.695,0,0,126450,0,,0.675,0,,MYR,0.675,0.675,,,-,-,0.69666666,0.94,0.65,,,,,272166080,1,,,0.675,,,0.68,3,,0.675,0.675,0.675,0.68,20000,-,,2607.KL,,False,0.011,0.01617647,,0.6986905,20000,,,,
,22.28,0,0,2000,0,,22.06,0,,MYR,22.28,22.04,,,-,-,20.626667,26.48,18.0,,,,,1354590592,1,,,22.1,,,22.3,2,,22.28,22.04,22.1,22.3,1200,-,,2658.KL,,False,0.338,0.015156951,33.204174,20.660477,1200,,,,
,2.49,0,303525,176600,303525,,2.48,0,,MYR,2.49,2.47,,,-,-,2.8466666,3.07,2.47,,,,,3605146368,1,,,2.48,,,2.48,2,,2.49,2.47,2.48,2.48,108000,-,,2771.KL,,False,0.2,0.08064516,,2.877561,108000,,,,
,19.86,0,0,33850,0,,19.7,0,,MYR,19.88,19.8,,,-,-,15.946667,19.88,14.56,,,,,6066040320,1,,,19.86,,,19.9,2,,19.88,19.8,19.86,19.9,30600,-,,2836.KL,,False,0.72,0.036180906,26.174143,15.514286,30600,,,,
,2.47,0,0,2017050,0,,2.46,0,,MYR,2.5,2.36,,,-,-,4.33,4.37,2.36,,,,,2642964736,1,,,2.39,,,2.4,2,,2.5,2.36,2.39,2.4,3244200,-,,2852.KL,,False,0.045,0.01875,13.743016,3.9190245,3244200,,,,
,2.42,0,0,151005,0,,2.4,0,,MYR,2.41,2.29,,,-,-,2.0,2.41,1.63033,,,,,1091116800,1,,,2.31,,,2.33,2,,2.41,2.29,2.31,2.33,362000,-,,2879.KL,,False,0.025,0.010729615,,2.0258942,362000,,,,
,1.34,0,0,288850,0,,1.28,0,,MYR,1.31,1.3,,,-,-,1.6366667,1.69,1.23,,,,,109047640,1,,,1.31,,,1.3,2,,1.31,1.3,1.31,1.3,26000,-,,2984.KL,,False,0.025,0.01923077,23.636362,1.4934146,26000,,,,
,67.6,0,0,155250,0,,67.1,0,,MYR,68.26,67.78,,,-,-,63.173332,68.26,57.0,,,,,4320000000,1,,,68.26,,,67.8,2,,68.26,67.78,68.26,67.8,400,-,,3026.KL,,False,1,0.014749262,27.372261,61.096096,400,,,,
,9.76,0,247966,190600,247966,,9.73,0,,MYR,9.8,9.69,,,-,-,9.72,9.88,8.9,,,,,23626813440,1,,,9.69,,,9.77,2,,9.8,9.69,9.69,9.77,623300,-,,3034.KL,,False,0.25,0.025588535,24.03941,9.604419,623300,,,,
,3.69,0,207775,138150,207775,,3.6,0,,MYR,3.7,3.57,,,-,-,3.7533333,4.0,3.38,,,,,1407377152,1,,,3.69,,,3.7,2,,3.7,3.57,3.69,3.7,104900,-,,3069.KL,,False,0.08,0.02162162,10.4532585,3.6640477,104900,,,,
,2.0,0,0,10250,0,,1.98,0,,MYR,2.0,1.98,,,-,-,2.09,2.41,1.98,,,,,450744000,1,,,1.98,,,2.0,2,,2.0,1.98,1.98,2.0,15000,-,,3107.KL,,False,0.125,0.0625,9.433963,2.0887804,15000,,,,
,8.6,0,0,1161100,0,,8.59,0,,MYR,8.7,8.58,,,-,-,9.646667,9.98,8.58,,,,,31987443712,1,,,8.58,,,8.5,2,,8.7,8.58,8.58,8.5,3270100,-,,3182.KL,,False,0.035,0.004117647,25.190617,9.263809,3270100,,,,
,1.36,0,0,700200,0,,1.35,0,,MYR,1.39,1.33,,,-,-,3.87,4.09,1.33,,,,,405553472,1,,,1.35,,,1.36,2,,1.39,1.33,1.35,1.36,6269800,-,,3204.KL,,False,0.07,0.05147059,7.3369565,3.6360464,6269800,,,,
,22.02,0,0,16300,0,,21.98,0,,MYR,22.0,21.58,,,-,-,19.093334,22.0,17.3,,,,,6646155776,1,,,21.58,,,21.98,2,,22.0,21.58,21.58,21.98,141500,-,,3255.KL,,False,0.71,0.032302093,26.69903,18.82619,141500,,,,
,0.715,0,0,45600,0,,0.66,0,,MYR,0.715,0.67,,,-,-,0.77166665,1.02,0.67,,,,,143271696,1,,,0.67,,,0.68,3,,0.715,0.67,0.67,0.68,44000,-,,3298.KL,,False,0.045,0.066176474,9.533333,0.8013415,44000,,,,
,11.48,0,8800,2700,8800,,11.46,0,,MYR,11.48,11.2,,,-,-,9.726666,11.48,9.08,,,,,3542165504,1,,,11.2,,,11.2,2,,11.48,11.2,11.2,11.2,17700,-,,3301.KL,,False,0.32,0.028571429,16.011156,9.689048,17700,,,,
,1.82,0,0,1826950,0,,1.81,0,,MYR,1.82,1.79,,,-,-,3.11,3.53,1.79,,,,,6514533888,1,,,1.82,,,1.82,2,,1.82,1.79,1.82,1.82,8292700,-,,3336.KL,,False,0.07,0.038461536,8.3027525,2.9733334,8292700,,,,
,0.885,0,0,937550,0,,0.88,0,,MYR,0.885,0.87,,,-,-,0.975,1.14,0.87,,,,,586760320,1,,,0.87,,,0.87,3,,0.885,0.87,0.87,0.87,354800,-,,3379.KL,,False,0.01,0.011494253,7.972973,0.95607144,354800,,,,
,1.0,0,4400,14274,4400,,0.95,0,,MYR,0.95,0.95,,,-,-,0.97,1.04,0.945,,,,,629856000,1,,,0.95,,,0.95,2,,0.95,0.95,0.95,0.95,10000,-,,3379PA.KL,,False,0.01,0.010526315,8.558558,0.9717117,10000,,,,
,4.15,0,0,7550,0,,4.02,0,,MYR,4.15,4.05,,,-,-,4.65,5.14,4.05,,,,,1491381376,1,,,4.15,,,4.15,2,,4.15,4.05,4.15,4.15,29100,-,,3476.KL,,False,0.1,0.024096385,19.575472,4.6665115,29100,,,,
,0.14,0,0,140000,0,,0.14,0,,MYR,0.14,0.135,,,-,-,0.13666667,0.155,0.135,,,,,142331856,1,,,0.14,,,0.14,3,0.8484749,0.14,0.135,0.14,0.14,203000,-,,3514.KL,,False,0.002,0.014285715,7.1052637,0.13892858,203000,,,,
,1.44,0,0,675266,0,,1.43,0,,MYR,1.44,1.41,,,-,-,2.16,2.49,1.41,,,,,775048320,1,,,1.42,,,1.4,2,,1.44,1.41,1.42,1.4,132400,-,,3662.KL,,False,0.04,0.028571429,23.606558,2.0033333,132400,,,,
,37.98,0,0,85950,0,,37.72,0,,MYR,38.4,37.44,,,-,-,29.14,38.4,23.4,,,,,13921226752,1,,,38.0,,,37.52,2,,38.4,37.44,38.0,37.52,294700,-,,3689.KL,,False,0.625,0.016657783,36.48415,27.22857,294700,,,,
,38.0,0,7320,2650,7320,,37.72,0,,MYR,37.74,37.6,,,-,-,34.78,40.8,34.7,,,,,2284041984,1,,,37.74,,,37.76,2,,37.74,37.6,37.74,37.76,6200,-,,3719.KL,,False,1.39,0.03681144,15.550041,38.13762,6200,,,,
